Domain:5,Kingdom:13,Phylum:229,Class:463,Order:974,Family:1975,Genus:4980,Species:17585,Total_reads,Percent,Prevalence,Gene_Count
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Nanosyncoccalia,o__Candidatus_Nanosyncoccales,f__Candidatus_Nanosyncoccacae,g__Candidatus_Nanosyncoccus,s__Candidatus_Nanosyncoccus_nanoralicus,24,1.11E-07,0.235294118,2
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Nanosyncoccalia,o__Candidatus_Nanosyncoccales,f__Candidatus_Nanosyncoccacae,g__Candidatus_Nanosyncoccus,s__Candidatus_Nanosyncoccus_sp._P13S_S20_bin.18.1,36,1.66E-07,0.294117647,3
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Nanosynbacterales,f__Candidatus_Nanosynbacteraceae,g__Candidatus_Nanosynbacter,s__Candidatus_Nanosynbacter_lyticus,4,1.85E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Nanosynbacterales,f__Candidatus_Nanosynbacteraceae,g__Candidatus_Nanosynbacter,s__Candidatus_Nanosynbacter_sp.,786,0.00%,1,46
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Nanosynbacterales,f__Candidatus_Nanosynbacteraceae,g__Candidatus_Nanosynbacter,s__Candidatus_Nanosynbacter_sp._HMT-352,28,1.29E-07,0.117647059,2
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Nanosynbacterales,f__Candidatus_Nanosynbacteraceae,g__Candidatus_Nanosynbacter,s__Candidatus_Nanosynbacter_sp._P11B_S7_bin.28.1,12,5.54E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Nanosynbacterales,f__Candidatus_Nanosynbacteraceae,g__Candidatus_Nanosynbacter,s__Candidatus_Nanosynbacter_sp._P5B_S4_bin.39.1,10,4.62E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Nanosynbacterales,f__Candidatus_Nanosynbacteraceae,g__Candidatus_Nanosynbacter,s__Candidatus_Nanosynbacter_sp._TM7-008,32,1.48E-07,0.235294118,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Nanosynbacterales,f__Candidatus_Nanosynbacteraceae,g__Candidatus_Nanosynbacter,s__Candidatus_Nanosynbacter_sp._TM7-076,20,9.24E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Nanosynbacterales,f__Candidatus_Nanosynbacteraceae,g__Candidatus_Nanosynbacter,s__unclassified_g__Candidatus_Nanosynbacter,70,3.23E-07,0.529411765,5
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Saccharimonadales,f__Candidatus_Saccharimonadaceae,g__Candidatus_Nanosynsacchari,s__Candidatus_Nanosynsacchari_sp._TM7_ANC_38.39_G1_1,64,2.96E-07,0.941176471,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Saccharimonadales,f__Candidatus_Saccharimonadaceae,g__Candidatus_Nanosynsacchari,s__Candidatus_Nanosynsacchari_sp._TM7_G1_3_12Alb,16,7.39E-08,0.352941176,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Saccharimonadales,f__Candidatus_Saccharimonadaceae,g__Candidatus_Saccharimonas,s__Candidatus_Saccharimonas_sp.,48,2.22E-07,0.352941176,6
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__Candidatus_Saccharimonadia,o__Candidatus_Saccharimonadales,f__Candidatus_Saccharimonadaceae,g__unclassified_f__Candidatus_Saccharimonadaceae,s__Candidatus_Saccharimonadaceae_bacterium,220,0.00%,0.764705882,14
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__Candidatus_Mycosynbacter,s__Candidatus_Mycosynbacter_amalyticus,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium,700082,0.32%,1,29798
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_32-49-12,18,8.31E-08,0.176470588,2
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_49-20,42,1.94E-07,0.294117647,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_GW2011_GWA2_46_10,78,3.60E-07,0.588235294,2
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_GW2011_GWC2_48_9,14,6.47E-08,0.235294118,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_HGW-Saccharibacteria-1,74,3.42E-07,0.470588235,5
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_QS_5_54_17,128,5.91E-07,0.882352941,3
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_01_FULL_45_15,48,2.22E-07,0.470588235,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_01_FULL_49_21,14,6.47E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_12_FULL_41_12,58,2.68E-07,0.470588235,2
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_oral_taxon_488,68,3.14E-07,0.647058824,3
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__Candidatus_Saccharibacteria_bacterium_oral_taxon_955,92,4.25E-07,0.529411765,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__TM7_phylum_sp._oral_taxon_346,16,7.39E-08,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__TM7_phylum_sp._oral_taxon_350,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__TM7_phylum_sp._oral_taxon_351,3490,0.00%,1,85
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__TM7_phylum_sp._oral_taxon_352,274,0.00%,0.882352941,17
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__TM7_phylum_sp._oral_taxon_353,132,6.10E-07,0.647058824,5
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__TM7_phylum_sp._oral_taxon_356,88,4.06E-07,0.941176471,3
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Saccharibacteria,c__unclassified_p__Candidatus_Saccharibacteria,o__unclassified_p__Candidatus_Saccharibacteria,f__unclassified_p__Candidatus_Saccharibacteria,g__unclassified_p__Candidatus_Saccharibacteria,s__TM7_phylum_sp._oral_taxon_952,24,1.11E-07,0.294117647,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Schekmanbacteria,c__unclassified_p__Candidatus_Schekmanbacteria,o__unclassified_p__Candidatus_Schekmanbacteria,f__unclassified_p__Candidatus_Schekmanbacteria,g__unclassified_p__Candidatus_Schekmanbacteria,s__Candidatus_Schekmanbacteria_bacterium_GWA2_38_11,46,2.12E-07,0.352941176,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Schekmanbacteria,c__unclassified_p__Candidatus_Schekmanbacteria,o__unclassified_p__Candidatus_Schekmanbacteria,f__unclassified_p__Candidatus_Schekmanbacteria,g__unclassified_p__Candidatus_Schekmanbacteria,s__Candidatus_Schekmanbacteria_bacterium_GWA2_38_9,14,6.47E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Schekmanbacteria,c__unclassified_p__Candidatus_Schekmanbacteria,o__unclassified_p__Candidatus_Schekmanbacteria,f__unclassified_p__Candidatus_Schekmanbacteria,g__unclassified_p__Candidatus_Schekmanbacteria,s__Candidatus_Schekmanbacteria_bacterium_RBG_13_48_7,10,4.62E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Candidatus_Schekmanbacteria,c__unclassified_p__Candidatus_Schekmanbacteria,o__unclassified_p__Candidatus_Schekmanbacteria,f__unclassified_p__Candidatus_Schekmanbacteria,g__unclassified_p__Candidatus_Schekmanbacteria,s__Candidatus_Schekmanbacteria_bacterium_RBG_16_38_10,8,3.70E-08,0.176470588,1
